,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
323,Tata,Tiago,4.0,24800.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,3.35,6.76
324,Maruti,Alto,16.0,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.85,4.112027027027027
326,Honda,Jazz,3.0,20000.0,Dealer,Petrol,Automatic,17.1,1199.0,88.51,5.0,7.4,9.735
328,Maruti,Swift,8.0,34553.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,3.75,7.51
329,Maruti,Vitara,3.0,40000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,8.1,10.815
331,Maruti,Vitara,4.0,50000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.0,10.815
332,Mahindra,KUV,5.0,70000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,3.1,7.8038333333333325
333,Mahindra,Scorpio,4.0,120000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,8.5,17.51
334,Hyundai,i20,8.0,90000.0,Individual,Diesel,Manual,22.54,1396.0,88.76,5.0,2.85,11.17
335,Maruti,Swift Dzire,7.0,120000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,4.5,8.329472891566265
336,Hyundai,Creta,4.0,80000.0,Individual,Diesel,Manual,19.67,1582.0,126.2,5.0,11.0,16.56
338,Mahindra,Scorpio,4.0,30000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,10.8,16.995
339,Honda,City,7.0,66100.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.3,15.245
340,Maruti,Swift Dzire,4.0,50000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,6.8,8.329472891566265
341,Mahindra,Scorpio,4.0,42000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,10.25,17.51
342,Hyundai,i20,4.0,55000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,6.5,10.715
343,Hyundai,i10,9.0,110699.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.94,7.138266666666667
344,Maruti,Baleno,2.0,5000.0,Individual,Petrol,Automatic,21.4,1197.0,83.1,5.0,6.86,8.675
345,Maruti,Alto,5.0,50000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.0,3.905
346,Maruti,Swift Dzire,11.0,44000.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,2.5,8.24
347,Maruti,Vitara,3.0,90000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.3,10.815
348,Hyundai,Verna,5.0,55000.0,Dealer,Petrol,Manual,17.01,1591.0,121.3,5.0,6.5,13.53
349,Maruti,Vitara,4.0,45000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.9,10.815
350,Maruti,Baleno,4.0,30000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,6.2,8.78
351,Hyundai,Verna,8.0,50000.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5.0,5.1,12.08
353,Maruti,Eeco,8.0,20000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,3.75,4.86
355,Maruti,Swift Dzire,4.0,19843.0,Trustmark Dealer,Petrol,Automatic,21.21,1197.0,81.8,5.0,6.2,8.39
359,Honda,City,5.0,40000.0,Individual,Petrol,Automatic,18.0,1497.0,117.3,5.0,8.45,14.205
360,Maruti,Swift Dzire,7.0,61500.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,3.9,8.329472891566265
361,Honda,Amaze,6.0,59000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,3.95,8.47
362,Hyundai,Grand,3.0,40000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,4.5,7.17
364,Hyundai,Grand,8.0,61000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,3.25,6.525
365,Mahindra,KUV,5.0,70000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,3.5,7.8038333333333325
366,Mahindra,XUV500,8.0,63000.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,6.5,19.91
370,Maruti,Swift Dzire,4.0,22000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.5,8.329472891566265
371,Honda,City,11.0,57977.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,2.99,15.1924613003096
375,Maruti,Ertiga,7.0,48242.0,Dealer,Diesel,Manual,20.77,1248.0,88.76,7.0,5.24,10.45789156626506
376,Ford,Figo,9.0,68000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,1.69,8.954999999999998
377,Maruti,Ertiga,7.0,40000.0,Individual,Diesel,Manual,20.77,1248.0,88.8,7.0,5.0,10.45789156626506
379,Maruti,Swift Dzire,8.0,113450.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,3.8,8.329472891566265
380,Maruti,Wagon R,3.0,80000.0,Individual,Petrol,Automatic,20.51,998.0,67.0,5.0,4.0,6.05
381,Hyundai,Santro,1.0,1000.0,Dealer,Petrol,Automatic,20.3,1086.0,68.0,5.0,5.65,6.4
382,Maruti,Wagon R,6.0,20292.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,3.35,6.185168439716312
383,Mahindra,Scorpio,11.0,67900.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,7.0,3.0,17.45
385,Mahindra,Scorpio,6.0,40000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,10.51,17.51
386,Hyundai,Grand,4.0,60000.0,Individual,Diesel,Manual,24.0,1186.0,73.97,5.0,5.1,7.071195054945055
387,Renault,KWID,3.0,25000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5.0,3.7,5.05
388,Maruti,Wagon R,15.0,70000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,2.0,6.02
389,Maruti,Baleno,3.0,21000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,6.25,8.693429752066116
390,Mahindra,Scorpio,3.0,39000.0,Dealer,Diesel,Manual,16.36,2179.0,140.0,7.0,12.9,17.51
391,Hyundai,Creta,4.0,30000.0,Dealer,Petrol,Manual,15.8,1591.0,121.3,5.0,8.9,16.308185053380782
392,Hyundai,Verna,9.0,61000.0,Dealer,Diesel,Manual,22.32,1582.0,126.3,5.0,4.2,15.69
393,Maruti,Swift,4.0,5743.0,Trustmark Dealer,Petrol,Manual,20.4,1197.0,83.11,5.0,5.0,7.51
395,Hyundai,Grand,3.0,24200.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,6.0,7.071195054945055
396,Maruti,Baleno,4.0,57000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,5.9,8.693429752066116
397,Hyundai,i10,10.0,58000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.9,7.138266666666667
398,Datsun,GO,4.0,15000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,5.0,6.415
399,Maruti,Celerio,4.0,10000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,4.5,5.983255208333333
402,Mahindra,XUV500,6.0,100000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,6.5,19.945
404,Maruti,Wagon R,1.0,10000.0,Individual,Petrol,Manual,20.52,1197.0,81.8,5.0,5.0,6.05
406,Maruti,Alto,12.0,43000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.4,4.112027027027027
407,Honda,Amaze,8.0,64000.0,Dealer,CNG,Manual,18.0,1198.0,86.7,5.0,3.49,9.339840255591055
408,Maruti,Wagon R,7.0,30000.0,Individual,Petrol,Manual,20.51,998.0,67.06,5.0,3.25,6.24
409,Honda,City,7.0,63000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,4.35,14.74
410,Maruti,Celerio,3.0,28000.0,Dealer,CNG,Manual,31.79,998.0,58.33,5.0,4.55,5.983255208333333
412,Honda,City,4.0,32226.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,7.55,14.74
416,Maruti,Alto,7.0,65000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,2.45,4.112027027027027
417,Kia,Seltos,2.0,14000.0,Dealer,Diesel,Manual,20.8,1493.0,113.4,5.0,13.5,16.10222222222222
420,Renault,KWID,3.0,15000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5.0,3.1,5.185
425,Maruti,Swift Dzire,3.0,32000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,6.75,8.329472891566265
426,Maruti,Wagon R,2.0,30000.0,Individual,Petrol,Manual,20.52,1197.0,81.8,5.0,5.0,6.345
427,Hyundai,i10,11.0,25000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.0,7.138266666666667
428,Mahindra,Scorpio,5.0,35000.0,Individual,Diesel,Automatic,15.4,2179.0,120.0,7.0,14.5,17.795
429,Mahindra,Scorpio,8.0,140000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,5.3,16.995
430,Ford,Ecosport,7.0,65597.0,Trustmark Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,5.75,11.965
432,Hyundai,i20,4.0,35000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.5,10.715
433,Maruti,Ciaz,7.0,160000.0,Individual,Diesel,Manual,26.21,1248.0,88.5,5.0,5.0,11.595719424460432
434,Maruti,Baleno,1.0,7124.0,Individual,Petrol,Manual,21.01,1197.0,81.8,5.0,6.43,8.675
435,Ford,Ecosport,2.0,15000.0,Individual,Petrol,Manual,18.1,999.0,123.24,5.0,10.0,11.105
438,Hyundai,Grand,5.0,34000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,5.5,6.915
440,Volkswagen,Vento,10.0,280000.0,Individual,Diesel,Manual,20.54,1598.0,103.6,5.0,3.0,13.294659090909091
441,Tata,Tigor,3.0,40000.0,Individual,Petrol,Manual,20.3,1199.0,84.0,5.0,4.7,7.505
442,Honda,City,7.0,77000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.25,15.245
443,Datsun,GO,4.0,15000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,4.69,6.415
444,Maruti,Alto,9.0,60000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.1,4.112027027027027
445,Maruti,Alto,8.0,120000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.0,4.13
446,Renault,KWID,2.0,2500.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,4.0,4.67
448,Maruti,Celerio,5.0,46500.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,3.4,5.615
449,Maruti,Alto,16.0,5000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.95,4.112027027027027
451,Maruti,Swift,9.0,68000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,3.81,7.746715686274511
453,Maruti,Swift Dzire,4.0,20000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.0,8.329472891566265
454,Maruti,Ciaz,4.0,106000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,6.75,11.595719424460432
455,Honda,City,6.0,28000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,6.7,14.74
456,Mahindra,XUV500,3.0,50000.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,10.5,19.945
459,Honda,City,10.0,55000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,3.6,14.74
460,Ford,Figo,4.0,53000.0,Individual,Diesel,Manual,25.83,1498.0,99.0,5.0,4.0,8.79
461,Hyundai,Verna,7.0,89000.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,4.7,14.685
462,Maruti,Alto,3.0,22000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,3.04,3.99
464,Honda,City,7.0,69000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,4.9,15.675
465,Mahindra,Scorpio,5.0,155000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,8.64,17.51
466,Mahindra,XUV500,8.0,85000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,4.8,19.91
468,Maruti,Wagon R,2.0,3600.0,Dealer,Petrol,Automatic,20.52,1197.0,81.8,5.0,5.75,6.135
470,Maruti,Baleno,2.0,5000.0,Individual,Petrol,Automatic,21.4,1197.0,83.1,5.0,6.86,8.675
474,Toyota,Innova,6.0,143000.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,7.0,7.8,24.848359375
477,MG,Hector,2.0,28000.0,Dealer,Diesel,Manual,17.41,1956.0,167.68,5.0,16.99,19.37
479,Maruti,Swift,2.0,44000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,8.0,7.746715686274511
480,Maruti,Baleno,3.0,10000.0,Individual,Petrol,Automatic,21.4,1197.0,83.1,5.0,6.8,8.675
482,Toyota,Innova,9.0,187031.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,8.0,5.25,24.848359375
483,Ford,Ecosport,2.0,22346.0,Dealer,Petrol,Manual,17.0,1497.0,121.36,5.0,9.55,11.16
484,Hyundai,i20,9.0,120000.0,Individual,Diesel,Manual,21.9,1396.0,90.0,5.0,3.5,9.94
485,Maruti,Vitara,1.0,1000.0,Dealer,Petrol,Manual,17.03,1462.0,103.26,5.0,8.0,10.73
486,Maruti,Alto,16.0,56700.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.75,4.112027027027027
487,Mahindra,XUV500,6.0,170000.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,8.25,19.945
488,Mahindra,Marazzo,2.0,60000.0,Individual,Diesel,Manual,17.3,1497.0,121.0,8.0,14.76,14.78
489,Honda,Jazz,3.0,40000.0,Dealer,Petrol,Automatic,18.2,1199.0,88.7,5.0,6.7,9.785
490,Maruti,Alto,9.0,28000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.8,4.112027027027027
492,Hyundai,Grand,4.0,35000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,4.9,6.525
493,Maruti,Baleno,4.0,20000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,5.5,8.693429752066116
494,Hyundai,i10,7.0,40000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.5,7.138266666666667
497,Toyota,Innova,2.0,35000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8.0,15.0,24.55
499,Ford,Figo,9.0,74000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,1.9,9.21
501,Renault,Duster,7.0,46500.0,Individual,Diesel,Manual,20.45,1461.0,83.8,5.0,4.6,14.16888888888889
502,Maruti,Swift,2.0,8000.0,Dealer,Petrol,Automatic,21.21,1197.0,81.8,5.0,6.5,7.51
503,Maruti,Ciaz,5.0,120000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,7.0,11.595719424460432
506,Maruti,Swift,4.0,34000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,4.55,7.51
509,Maruti,Swift,7.0,54000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,3.65,7.51
511,Maruti,Swift Dzire,7.0,11275.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,4.7,8.24
515,Maruti,Swift,9.0,48000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,4.0,7.746715686274511
516,Renault,Duster,6.0,68000.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,5.5,14.16888888888889
517,Honda,Civic,2.0,23000.0,Dealer,Petrol,Automatic,13.9,1799.0,130.2,5.0,15.19,22.735
518,Maruti,Swift Dzire,3.0,31500.0,Individual,Diesel,Automatic,28.4,1248.0,74.02,5.0,7.4,8.329472891566265
523,Honda,Amaze,8.0,73000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.25,10.07
524,Hyundai,Grand,1.0,10000.0,Individual,Petrol,Automatic,20.7,1197.0,81.86,5.0,6.0,7.28
525,Honda,Amaze,8.0,208000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,3.0,9.84
526,Hyundai,i10,11.0,30000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.0,7.17
527,Maruti,Wagon R,5.0,83000.0,Dealer,CNG,Manual,26.6,998.0,58.16,5.0,3.45,6.02
528,Mahindra,Scorpio,3.0,60000.0,Individual,Diesel,Manual,15.4,2523.0,75.0,7.0,9.0,17.51
529,Mahindra,XUV500,5.0,83000.0,Dealer,Diesel,Manual,16.0,1997.0,140.0,7.0,10.25,19.39
530,Isuzu,D-Max,4.0,58132.0,Dealer,Diesel,Manual,12.4,2499.0,134.0,5.0,14.5,21.765
531,Maruti,Swift,6.0,34000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,4.0,7.515
532,Honda,Amaze,7.0,45120.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.67,9.975
533,Hyundai,Grand,2.0,15000.0,Individual,Petrol,Automatic,18.9,1197.0,81.86,5.0,5.35,7.295
534,Maruti,Ertiga,2.0,15000.0,Individual,Petrol,Manual,19.34,1462.0,103.0,7.0,8.05,10.375
535,MG,Hector,1.0,1000.0,Dealer,Petrol,Manual,15.81,1451.0,141.0,5.0,14.88,17.845
536,Hyundai,i10,9.0,64000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,2.5,7.138266666666667
538,Maruti,Vitara,5.0,65000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,6.75,10.815
539,Maruti,Swift,6.0,84000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.25,7.746715686274511
540,Maruti,Alto,6.0,33000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.6,4.112027027027027
542,Honda,City,5.0,55670.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,7.0,14.645
543,Maruti,Baleno,4.0,50000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,5.6,8.693429752066116
544,Hyundai,Verna,15.0,148000.0,Individual,Diesel,Manual,16.8,1493.0,110.0,5.0,1.55,15.465
546,Maruti,Ertiga,2.0,18000.0,Dealer,Petrol,Manual,19.01,1462.0,103.26,7.0,8.0,10.34
548,Hyundai,Grand,6.0,10000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.5,7.34
549,Toyota,Innova,5.0,40000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8.0,13.8,23.525
551,Mahindra,Scorpio,6.0,50000.0,Individual,Diesel,Manual,15.4,2179.0,120.0,7.0,10.0,16.39
552,Maruti,Ertiga,3.0,50000.0,Individual,Petrol,Manual,17.5,1373.0,91.1,7.0,7.0,10.1
553,Maruti,Swift Dzire,12.0,76963.0,Individual,Petrol,Manual,17.5,1298.0,85.8,5.0,2.3,8.24
555,Maruti,Alto,5.0,45000.0,Dealer,CNG,Manual,30.46,796.0,47.3,5.0,3.5,4.920000000000001
557,Maruti,Baleno,3.0,25000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,8.25,8.693429752066116
558,Renault,KWID,3.0,10103.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,3.25,4.605
561,Mahindra,XUV500,7.0,47240.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,8.0,19.945
562,Maruti,Celerio,2.0,30000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,4.0,5.875
566,Hyundai,i20,6.0,35213.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,5.35,11.16
567,Hyundai,Grand,6.0,35000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.56,7.34
568,Mahindra,XUV500,9.0,92000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,5.5,20.01618556701031
570,Maruti,Ertiga,4.0,50000.0,Individual,Diesel,Manual,24.52,1248.0,88.5,7.0,7.0,10.45789156626506
571,Hyundai,Grand,5.0,30000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.9,6.985
573,Mahindra,XUV500,4.0,60000.0,Individual,Diesel,Automatic,16.0,2179.0,140.0,7.0,11.5,19.39
574,Maruti,Wagon R,10.0,83000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,1.8,5.95
575,Skoda,Rapid,7.0,70000.0,Dealer,Petrol,Manual,15.0,1598.0,103.52,5.0,4.25,12.005
576,Ford,Freestyle,2.0,50000.0,Individual,Petrol,Manual,19.0,1194.0,94.68,5.0,6.5,7.88
578,Maruti,Swift,9.0,60000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,4.0,7.746715686274511
579,Honda,City,12.0,51000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,2.75,14.74
581,Maruti,Alto,10.0,40000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.7,4.112027027027027
584,Maruti,Alto,7.0,70000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,2.5,4.112027027027027
585,Maruti,Swift,8.0,70000.0,Individual,Petrol,Manual,18.6,1197.0,85.8,5.0,3.5,7.825
588,Hyundai,i20,5.0,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,4.8,9.495
589,Maruti,Swift Dzire,4.0,30000.0,Dealer,Petrol,Automatic,21.21,1197.0,81.8,5.0,6.9,8.24
591,Maruti,Ciaz,6.0,60000.0,Individual,Diesel,Manual,26.21,1248.0,88.5,5.0,6.7,11.595719424460432
592,Maruti,Alto,10.0,50000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.5,4.112027027027027
593,Mahindra,Scorpio,4.0,42000.0,Dealer,Diesel,Manual,15.4,2523.0,75.0,7.0,9.35,17.309853556485354
594,Hyundai,Verna,2.0,15000.0,Individual,Petrol,Manual,17.0,1591.0,121.3,5.0,10.3,13.275
595,Maruti,Wagon R,16.0,33650.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,1.1,6.165
599,Hyundai,i20,6.0,35000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,4.7,10.33
600,Maruti,Swift,6.0,30000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,3.7,7.51
602,Maruti,Celerio,3.0,100000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,4.5,5.8
603,Maruti,Wagon R,5.0,58000.0,Dealer,CNG,Manual,26.2,998.0,58.2,5.0,2.75,6.005
606,Maruti,Swift Dzire,2.0,4000.0,Individual,Petrol,Automatic,21.21,1197.0,81.8,5.0,7.31,8.69
607,Maruti,Wagon R,5.0,60000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.8,6.24
610,Tata,Nexon,3.0,60000.0,Individual,Diesel,Manual,21.5,1497.0,108.5,5.0,9.0,12.565
611,Honda,Amaze,5.0,34000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,5.0,8.47
612,Datsun,GO,4.0,42000.0,Individual,Petrol,Manual,20.63,1198.0,67.06,5.0,3.3,6.04
614,Hyundai,Verna,8.0,80000.0,Individual,Diesel,Manual,22.32,1582.0,126.3,5.0,5.4,15.465
616,Mahindra,Bolero,13.0,120000.0,Individual,Diesel,Manual,13.6,2523.0,63.0,7.0,3.75,9.7
618,Ford,Ecosport,5.0,35200.0,Dealer,Petrol,Automatic,14.7,1496.0,120.69,5.0,7.25,11.095
619,Hyundai,i20,1.0,3700.0,Trustmark Dealer,Petrol,Manual,18.6,1197.0,81.86,5.0,7.65,10.72
620,Maruti,Wagon R,5.0,25000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.8,6.24
622,Mahindra,XUV500,8.0,50000.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,6.21,20.01618556701031
623,Maruti,Swift Dzire,2.0,15000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,6.0,8.585
624,Mahindra,XUV300,2.0,30000.0,Individual,Petrol,Manual,17.0,1197.0,110.0,5.0,11.3,11.285
625,Maruti,Swift Dzire,1.0,35000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,6.7,8.329472891566265
627,Honda,Amaze,6.0,70000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,3.5,10.07
628,Maruti,Swift Dzire,6.0,84003.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,5.3,8.329472891566265
629,Mahindra,Thar,4.0,55000.0,Dealer,Diesel,Manual,16.55,2498.0,105.0,6.0,8.5,15.835
630,Maruti,Alto,5.0,42000.0,Dealer,CNG,Manual,33.44,796.0,40.3,4.0,2.6,4.91
632,Maruti,Alto,8.0,31000.0,Dealer,Petrol,Manual,20.92,998.0,67.1,5.0,2.3,4.112027027027027
634,Ford,Ecosport,8.0,80000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,4.75,11.965
635,Tata,Nexon,2.0,6000.0,Individual,Petrol,Manual,17.0,1198.0,108.5,5.0,7.5,10.985
640,Honda,Jazz,4.0,30000.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,5.25,9.735
641,Hyundai,i20,7.0,10000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.35,10.625
642,Maruti,Dzire VXI,5.0,62150.0,Dealer,Petrol,Manual,23.26,1197.0,88.5,5.0,4.85,8.575
643,Mahindra,XUV500,6.0,47300.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,7.45,19.91
644,Ford,Aspire,6.0,63000.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,4.75,9.815
645,Hyundai,Grand,7.0,80000.0,Individual,Diesel,Manual,24.0,1120.0,70.0,5.0,3.0,7.071195054945055
650,Maruti,Alto,5.0,71000.0,Dealer,Petrol,Manual,24.7,796.0,47.3,5.0,2.99,4.112027027027027
651,Maruti,Ertiga,4.0,52000.0,Dealer,Diesel,Manual,24.52,1248.0,88.5,7.0,6.95,10.45789156626506
653,Hyundai,i20,8.0,70000.0,Individual,Petrol,Manual,18.5,1197.0,82.85,5.0,4.0,10.33
654,Hyundai,Grand,1.0,20000.0,Individual,Petrol,Manual,20.7,1197.0,81.86,5.0,6.5,7.63
655,Hyundai,Grand,6.0,70000.0,Individual,Diesel,Manual,24.0,1120.0,70.0,5.0,4.55,7.071195054945055
657,Maruti,Wagon R,13.0,100000.0,Individual,Petrol,Manual,18.9,1061.0,67.0,5.0,1.5,6.165
658,Honda,Amaze,3.0,50000.0,Individual,Petrol,Manual,17.8,1198.0,86.7,5.0,5.5,8.44
659,Hyundai,i20,6.0,67000.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,5.0,11.415
660,Hyundai,Verna,8.0,70000.0,Dealer,Diesel,Manual,22.32,1582.0,126.3,5.0,3.65,14.578887559808614
661,Honda,Amaze,2.0,21100.0,Dealer,Petrol,Automatic,18.1,1199.0,88.7,5.0,7.75,8.47
662,Hyundai,Grand,6.0,50000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.1,6.985
663,Hyundai,Venue,2.0,27594.0,Trustmark Dealer,Petrol,Manual,18.27,998.0,118.35,5.0,9.95,10.905
664,Hyundai,i10,9.0,70000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,1.9,7.138266666666667
666,Honda,WR-V,2.0,25000.0,Individual,Petrol,Manual,17.5,1199.0,88.7,5.0,9.06,10.49
667,Ford,Ecosport,4.0,35000.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5.0,7.85,12.085
668,Maruti,Alto,10.0,11266.0,Dealer,Petrol,Manual,20.92,998.0,67.1,5.0,2.35,4.112027027027027
